wandb: Currently logged in as: naddeok. Use `wandb login --relogin` to force relogin
wandb: wandb version 0.15.3 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.14.2
wandb: Run data is saved locally in /home/naddeok5/exVDP-exRL/wandb/run-20230524_152226-tvj9bp5n
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run rare-totem-6
wandb: ⭐️ View project at https://wandb.ai/naddeok/VDP%20DQN%20Acrobot%20-%20New%20Weighting
wandb: 🚀 View run at https://wandb.ai/naddeok/VDP%20DQN%20Acrobot%20-%20New%20Weighting/runs/tvj9bp5n
Episode: 417/10000, Score: -300.0, Epsilon: 0.01
Episode: 418/10000, Score: -300.0, Epsilon: 0.01
Episode: 419/10000, Score: -300.0, Epsilon: 0.01
Episode: 420/10000, Score: -300.0, Epsilon: 0.01
Episode: 421/10000, Score: -300.0, Epsilon: 0.01
Episode: 422/10000, Score: -300.0, Epsilon: 0.01
Episode: 423/10000, Score: -287.0, Epsilon: 0.01
Episode: 424/10000, Score: -300.0, Epsilon: 0.01
Episode: 425/10000, Score: -300.0, Epsilon: 0.01
Episode: 426/10000, Score: -300.0, Epsilon: 0.01
Episode: 427/10000, Score: -300.0, Epsilon: 0.01
Episode: 428/10000, Score: -300.0, Epsilon: 0.01
Episode: 429/10000, Score: -300.0, Epsilon: 0.01
Episode: 430/10000, Score: -300.0, Epsilon: 0.01
Episode: 431/10000, Score: -300.0, Epsilon: 0.01
Episode: 432/10000, Score: -300.0, Epsilon: 0.01
Episode: 433/10000, Score: -300.0, Epsilon: 0.01
Episode: 434/10000, Score: -300.0, Epsilon: 0.01
Episode: 435/10000, Score: -300.0, Epsilon: 0.01
Episode: 436/10000, Score: -300.0, Epsilon: 0.01
Episode: 437/10000, Score: -300.0, Epsilon: 0.01
Episode: 438/10000, Score: -300.0, Epsilon: 0.01
Episode: 439/10000, Score: -300.0, Epsilon: 0.01
Episode: 440/10000, Score: -300.0, Epsilon: 0.01
Episode: 441/10000, Score: -300.0, Epsilon: 0.01
Episode: 442/10000, Score: -300.0, Epsilon: 0.01
Episode: 443/10000, Score: -300.0, Epsilon: 0.01
Episode: 444/10000, Score: -300.0, Epsilon: 0.01
Episode: 445/10000, Score: -300.0, Epsilon: 0.01
Episode: 446/10000, Score: -300.0, Epsilon: 0.01
Episode: 447/10000, Score: -300.0, Epsilon: 0.01
Episode: 448/10000, Score: -300.0, Epsilon: 0.01
Episode: 449/10000, Score: -300.0, Epsilon: 0.01
Episode: 450/10000, Score: -300.0, Epsilon: 0.01
Episode: 451/10000, Score: -300.0, Epsilon: 0.01
Episode: 452/10000, Score: -300.0, Epsilon: 0.01
Episode: 453/10000, Score: -300.0, Epsilon: 0.01
Episode: 454/10000, Score: -300.0, Epsilon: 0.01
Episode: 455/10000, Score: -300.0, Epsilon: 0.01
Episode: 456/10000, Score: -300.0, Epsilon: 0.01
Episode: 457/10000, Score: -300.0, Epsilon: 0.01
Episode: 458/10000, Score: -300.0, Epsilon: 0.01
Episode: 459/10000, Score: -300.0, Epsilon: 0.01
Episode: 460/10000, Score: -300.0, Epsilon: 0.01
Episode: 461/10000, Score: -300.0, Epsilon: 0.01
Episode: 462/10000, Score: -300.0, Epsilon: 0.01
Episode: 463/10000, Score: -300.0, Epsilon: 0.01
Episode: 464/10000, Score: -300.0, Epsilon: 0.01
Episode: 465/10000, Score: -300.0, Epsilon: 0.01
Episode: 466/10000, Score: -300.0, Epsilon: 0.01
Episode: 467/10000, Score: -300.0, Epsilon: 0.01
Episode: 468/10000, Score: -300.0, Epsilon: 0.01
Episode: 469/10000, Score: -300.0, Epsilon: 0.01
Episode: 470/10000, Score: -300.0, Epsilon: 0.01
Episode: 471/10000, Score: -300.0, Epsilon: 0.01
Episode: 472/10000, Score: -300.0, Epsilon: 0.01
Episode: 473/10000, Score: -300.0, Epsilon: 0.01
Episode: 474/10000, Score: -300.0, Epsilon: 0.01
Episode: 475/10000, Score: -300.0, Epsilon: 0.01
Episode: 476/10000, Score: -300.0, Epsilon: 0.01
Episode: 477/10000, Score: -300.0, Epsilon: 0.01
Episode: 478/10000, Score: -300.0, Epsilon: 0.01
Episode: 479/10000, Score: -300.0, Epsilon: 0.01
Episode: 480/10000, Score: -300.0, Epsilon: 0.01
Episode: 481/10000, Score: -300.0, Epsilon: 0.01
Episode: 482/10000, Score: -300.0, Epsilon: 0.01
Episode: 483/10000, Score: -300.0, Epsilon: 0.01
Episode: 484/10000, Score: -300.0, Epsilon: 0.01
Episode: 485/10000, Score: -300.0, Epsilon: 0.01
Episode: 486/10000, Score: -300.0, Epsilon: 0.01
Episode: 487/10000, Score: -300.0, Epsilon: 0.01
Episode: 488/10000, Score: -300.0, Epsilon: 0.01
Episode: 489/10000, Score: -300.0, Epsilon: 0.01
Episode: 490/10000, Score: -300.0, Epsilon: 0.01
Episode: 491/10000, Score: -300.0, Epsilon: 0.01
Episode: 492/10000, Score: -300.0, Epsilon: 0.01
Episode: 493/10000, Score: -300.0, Epsilon: 0.01
Episode: 494/10000, Score: -300.0, Epsilon: 0.01
Episode: 495/10000, Score: -300.0, Epsilon: 0.01
Episode: 496/10000, Score: -300.0, Epsilon: 0.01
Episode: 497/10000, Score: -300.0, Epsilon: 0.01
Episode: 498/10000, Score: -300.0, Epsilon: 0.01
Episode: 499/10000, Score: -300.0, Epsilon: 0.01
Episode: 500/10000, Score: -300.0, Epsilon: 0.01
Episode: 501/10000, Score: -300.0, Epsilon: 0.01
Episode: 502/10000, Score: -300.0, Epsilon: 0.01
Episode: 503/10000, Score: -300.0, Epsilon: 0.01
Episode: 504/10000, Score: -300.0, Epsilon: 0.01
Episode: 505/10000, Score: -300.0, Epsilon: 0.01
Episode: 506/10000, Score: -300.0, Epsilon: 0.01
Episode: 507/10000, Score: -300.0, Epsilon: 0.01
Episode: 508/10000, Score: -300.0, Epsilon: 0.01
Episode: 509/10000, Score: -300.0, Epsilon: 0.01
Episode: 510/10000, Score: -300.0, Epsilon: 0.01
Episode: 511/10000, Score: -300.0, Epsilon: 0.01
Episode: 512/10000, Score: -300.0, Epsilon: 0.01
Episode: 513/10000, Score: -300.0, Epsilon: 0.01
Episode: 514/10000, Score: -300.0, Epsilon: 0.01
Episode: 515/10000, Score: -300.0, Epsilon: 0.01
Episode: 516/10000, Score: -300.0, Epsilon: 0.01
Episode: 517/10000, Score: -300.0, Epsilon: 0.01
Episode: 518/10000, Score: -300.0, Epsilon: 0.01
Episode: 519/10000, Score: -300.0, Epsilon: 0.01
Episode: 520/10000, Score: -300.0, Epsilon: 0.01
Episode: 521/10000, Score: -300.0, Epsilon: 0.01
Episode: 522/10000, Score: -300.0, Epsilon: 0.01
Episode: 523/10000, Score: -300.0, Epsilon: 0.01
Episode: 524/10000, Score: -300.0, Epsilon: 0.01
Episode: 525/10000, Score: -300.0, Epsilon: 0.01
Episode: 526/10000, Score: -300.0, Epsilon: 0.01
Episode: 527/10000, Score: -300.0, Epsilon: 0.01
Episode: 528/10000, Score: -300.0, Epsilon: 0.01
Episode: 529/10000, Score: -300.0, Epsilon: 0.01
Episode: 530/10000, Score: -300.0, Epsilon: 0.01
Episode: 531/10000, Score: -300.0, Epsilon: 0.01
Episode: 532/10000, Score: -300.0, Epsilon: 0.01
Episode: 533/10000, Score: -300.0, Epsilon: 0.01
Episode: 534/10000, Score: -300.0, Epsilon: 0.01
Episode: 535/10000, Score: -300.0, Epsilon: 0.01
Episode: 536/10000, Score: -300.0, Epsilon: 0.01
Episode: 537/10000, Score: -300.0, Epsilon: 0.01
Episode: 538/10000, Score: -300.0, Epsilon: 0.01
Episode: 539/10000, Score: -300.0, Epsilon: 0.01
Episode: 540/10000, Score: -300.0, Epsilon: 0.01
Episode: 541/10000, Score: -300.0, Epsilon: 0.01
Episode: 542/10000, Score: -300.0, Epsilon: 0.01
Episode: 543/10000, Score: -300.0, Epsilon: 0.01
Episode: 544/10000, Score: -300.0, Epsilon: 0.01
Episode: 545/10000, Score: -300.0, Epsilon: 0.01
Episode: 546/10000, Score: -300.0, Epsilon: 0.01
Episode: 547/10000, Score: -300.0, Epsilon: 0.01
Episode: 548/10000, Score: -300.0, Epsilon: 0.01
Episode: 549/10000, Score: -300.0, Epsilon: 0.01
Episode: 550/10000, Score: -300.0, Epsilon: 0.01
Episode: 551/10000, Score: -300.0, Epsilon: 0.01
Episode: 552/10000, Score: -300.0, Epsilon: 0.01
Episode: 553/10000, Score: -300.0, Epsilon: 0.01
Episode: 554/10000, Score: -300.0, Epsilon: 0.01
Episode: 555/10000, Score: -300.0, Epsilon: 0.01
Episode: 556/10000, Score: -300.0, Epsilon: 0.01
Episode: 557/10000, Score: -300.0, Epsilon: 0.01
Episode: 558/10000, Score: -300.0, Epsilon: 0.01
Episode: 559/10000, Score: -300.0, Epsilon: 0.01
Episode: 560/10000, Score: -300.0, Epsilon: 0.01
Episode: 561/10000, Score: -300.0, Epsilon: 0.01
Episode: 562/10000, Score: -300.0, Epsilon: 0.01
Episode: 563/10000, Score: -300.0, Epsilon: 0.01
Episode: 564/10000, Score: -300.0, Epsilon: 0.01
Episode: 565/10000, Score: -300.0, Epsilon: 0.01
Episode: 566/10000, Score: -300.0, Epsilon: 0.01
Episode: 567/10000, Score: -300.0, Epsilon: 0.01
Episode: 568/10000, Score: -300.0, Epsilon: 0.01
Episode: 569/10000, Score: -300.0, Epsilon: 0.01
Episode: 570/10000, Score: -300.0, Epsilon: 0.01
Episode: 571/10000, Score: -300.0, Epsilon: 0.01
Episode: 572/10000, Score: -300.0, Epsilon: 0.01
Episode: 573/10000, Score: -300.0, Epsilon: 0.01
Episode: 574/10000, Score: -300.0, Epsilon: 0.01
Episode: 575/10000, Score: -300.0, Epsilon: 0.01
Episode: 576/10000, Score: -300.0, Epsilon: 0.01
Episode: 577/10000, Score: -300.0, Epsilon: 0.01
Episode: 578/10000, Score: -300.0, Epsilon: 0.01
Episode: 579/10000, Score: -300.0, Epsilon: 0.01
Episode: 580/10000, Score: -300.0, Epsilon: 0.01
Episode: 581/10000, Score: -300.0, Epsilon: 0.01
Episode: 582/10000, Score: -300.0, Epsilon: 0.01
Episode: 583/10000, Score: -300.0, Epsilon: 0.01
Episode: 584/10000, Score: -300.0, Epsilon: 0.01
Episode: 585/10000, Score: -300.0, Epsilon: 0.01
Episode: 586/10000, Score: -300.0, Epsilon: 0.01
Episode: 587/10000, Score: -300.0, Epsilon: 0.01
Episode: 588/10000, Score: -300.0, Epsilon: 0.01
Episode: 589/10000, Score: -300.0, Epsilon: 0.01
Episode: 590/10000, Score: -300.0, Epsilon: 0.01
Episode: 591/10000, Score: -300.0, Epsilon: 0.01
Episode: 592/10000, Score: -300.0, Epsilon: 0.01
Episode: 593/10000, Score: -300.0, Epsilon: 0.01
Episode: 594/10000, Score: -300.0, Epsilon: 0.01
Episode: 595/10000, Score: -300.0, Epsilon: 0.01
Episode: 596/10000, Score: -300.0, Epsilon: 0.01
Episode: 597/10000, Score: -300.0, Epsilon: 0.01
Episode: 598/10000, Score: -300.0, Epsilon: 0.01
Episode: 599/10000, Score: -300.0, Epsilon: 0.01
Episode: 600/10000, Score: -294.0, Epsilon: 0.01
Episode: 601/10000, Score: -300.0, Epsilon: 0.01
Episode: 602/10000, Score: -300.0, Epsilon: 0.01
Episode: 603/10000, Score: -300.0, Epsilon: 0.01
Episode: 604/10000, Score: -300.0, Epsilon: 0.01
Episode: 605/10000, Score: -300.0, Epsilon: 0.01
Episode: 606/10000, Score: -300.0, Epsilon: 0.01
Episode: 607/10000, Score: -300.0, Epsilon: 0.01
Episode: 608/10000, Score: -300.0, Epsilon: 0.01
Episode: 609/10000, Score: -300.0, Epsilon: 0.01
Episode: 610/10000, Score: -300.0, Epsilon: 0.01
Episode: 611/10000, Score: -300.0, Epsilon: 0.01
Episode: 612/10000, Score: -300.0, Epsilon: 0.01
Episode: 613/10000, Score: -300.0, Epsilon: 0.01
Episode: 614/10000, Score: -300.0, Epsilon: 0.01
Episode: 615/10000, Score: -300.0, Epsilon: 0.01
Episode: 616/10000, Score: -300.0, Epsilon: 0.01
Episode: 617/10000, Score: -300.0, Epsilon: 0.01
Episode: 618/10000, Score: -278.0, Epsilon: 0.01
Episode: 619/10000, Score: -300.0, Epsilon: 0.01
Episode: 620/10000, Score: -300.0, Epsilon: 0.01
Episode: 621/10000, Score: -300.0, Epsilon: 0.01
Episode: 622/10000, Score: -300.0, Epsilon: 0.01
Episode: 623/10000, Score: -300.0, Epsilon: 0.01
Episode: 624/10000, Score: -300.0, Epsilon: 0.01
Episode: 625/10000, Score: -300.0, Epsilon: 0.01
Episode: 626/10000, Score: -300.0, Epsilon: 0.01
Episode: 627/10000, Score: -300.0, Epsilon: 0.01
Episode: 628/10000, Score: -300.0, Epsilon: 0.01
Episode: 629/10000, Score: -289.0, Epsilon: 0.01
Episode: 630/10000, Score: -300.0, Epsilon: 0.01
Episode: 631/10000, Score: -300.0, Epsilon: 0.01
Episode: 632/10000, Score: -300.0, Epsilon: 0.01
Episode: 633/10000, Score: -300.0, Epsilon: 0.01
Episode: 634/10000, Score: -300.0, Epsilon: 0.01
Episode: 635/10000, Score: -300.0, Epsilon: 0.01
Episode: 636/10000, Score: -300.0, Epsilon: 0.01
Episode: 637/10000, Score: -300.0, Epsilon: 0.01
Episode: 638/10000, Score: -300.0, Epsilon: 0.01
Episode: 639/10000, Score: -300.0, Epsilon: 0.01
Episode: 640/10000, Score: -300.0, Epsilon: 0.01
Episode: 641/10000, Score: -300.0, Epsilon: 0.01
Episode: 642/10000, Score: -300.0, Epsilon: 0.01
Episode: 643/10000, Score: -300.0, Epsilon: 0.01
Episode: 644/10000, Score: -300.0, Epsilon: 0.01
Episode: 645/10000, Score: -300.0, Epsilon: 0.01
Episode: 646/10000, Score: -300.0, Epsilon: 0.01
Episode: 647/10000, Score: -300.0, Epsilon: 0.01
Episode: 648/10000, Score: -300.0, Epsilon: 0.01
Episode: 649/10000, Score: -300.0, Epsilon: 0.01
Episode: 650/10000, Score: -300.0, Epsilon: 0.01
Episode: 651/10000, Score: -300.0, Epsilon: 0.01
Episode: 652/10000, Score: -300.0, Epsilon: 0.01
Episode: 653/10000, Score: -300.0, Epsilon: 0.01
Episode: 654/10000, Score: -300.0, Epsilon: 0.01
Episode: 655/10000, Score: -300.0, Epsilon: 0.01
Episode: 656/10000, Score: -300.0, Epsilon: 0.01
Episode: 657/10000, Score: -300.0, Epsilon: 0.01
Episode: 658/10000, Score: -300.0, Epsilon: 0.01
Episode: 659/10000, Score: -300.0, Epsilon: 0.01
Episode: 660/10000, Score: -300.0, Epsilon: 0.01
Episode: 661/10000, Score: -300.0, Epsilon: 0.01
Episode: 662/10000, Score: -300.0, Epsilon: 0.01
Episode: 663/10000, Score: -300.0, Epsilon: 0.01
Episode: 664/10000, Score: -300.0, Epsilon: 0.01
Episode: 665/10000, Score: -300.0, Epsilon: 0.01
Episode: 666/10000, Score: -300.0, Epsilon: 0.01
Episode: 667/10000, Score: -300.0, Epsilon: 0.01
Episode: 668/10000, Score: -300.0, Epsilon: 0.01
Episode: 669/10000, Score: -300.0, Epsilon: 0.01
Episode: 670/10000, Score: -300.0, Epsilon: 0.01
Episode: 671/10000, Score: -300.0, Epsilon: 0.01
Episode: 672/10000, Score: -300.0, Epsilon: 0.01
Episode: 673/10000, Score: -300.0, Epsilon: 0.01
Episode: 674/10000, Score: -300.0, Epsilon: 0.01
Episode: 675/10000, Score: -300.0, Epsilon: 0.01
Episode: 676/10000, Score: -300.0, Epsilon: 0.01
Episode: 677/10000, Score: -300.0, Epsilon: 0.01
Episode: 678/10000, Score: -300.0, Epsilon: 0.01
Episode: 679/10000, Score: -300.0, Epsilon: 0.01
Episode: 680/10000, Score: -300.0, Epsilon: 0.01
Episode: 681/10000, Score: -300.0, Epsilon: 0.01
Episode: 682/10000, Score: -300.0, Epsilon: 0.01
Episode: 683/10000, Score: -300.0, Epsilon: 0.01
Episode: 684/10000, Score: -300.0, Epsilon: 0.01
Episode: 685/10000, Score: -300.0, Epsilon: 0.01
Episode: 686/10000, Score: -300.0, Epsilon: 0.01
Episode: 687/10000, Score: -300.0, Epsilon: 0.01
Episode: 688/10000, Score: -300.0, Epsilon: 0.01
Episode: 689/10000, Score: -300.0, Epsilon: 0.01
Episode: 690/10000, Score: -300.0, Epsilon: 0.01
Episode: 691/10000, Score: -300.0, Epsilon: 0.01
Episode: 692/10000, Score: -300.0, Epsilon: 0.01
Episode: 693/10000, Score: -300.0, Epsilon: 0.01
Episode: 694/10000, Score: -300.0, Epsilon: 0.01
Episode: 695/10000, Score: -300.0, Epsilon: 0.01
Episode: 696/10000, Score: -300.0, Epsilon: 0.01
Episode: 697/10000, Score: -138.0, Epsilon: 0.01
Episode: 698/10000, Score: -300.0, Epsilon: 0.01
Episode: 699/10000, Score: -174.0, Epsilon: 0.01
Episode: 700/10000, Score: -300.0, Epsilon: 0.01
Episode: 701/10000, Score: -300.0, Epsilon: 0.01
Episode: 702/10000, Score: -300.0, Epsilon: 0.01
Episode: 703/10000, Score: -300.0, Epsilon: 0.01
Episode: 704/10000, Score: -300.0, Epsilon: 0.01
Episode: 705/10000, Score: -300.0, Epsilon: 0.01
Episode: 706/10000, Score: -300.0, Epsilon: 0.01
Episode: 707/10000, Score: -300.0, Epsilon: 0.01
Episode: 708/10000, Score: -300.0, Epsilon: 0.01
Episode: 709/10000, Score: -300.0, Epsilon: 0.01
Episode: 710/10000, Score: -300.0, Epsilon: 0.01
Episode: 711/10000, Score: -300.0, Epsilon: 0.01
Episode: 712/10000, Score: -300.0, Epsilon: 0.01
Episode: 713/10000, Score: -300.0, Epsilon: 0.01
Episode: 714/10000, Score: -300.0, Epsilon: 0.01
Episode: 715/10000, Score: -300.0, Epsilon: 0.01
Episode: 716/10000, Score: -300.0, Epsilon: 0.01
Episode: 717/10000, Score: -193.0, Epsilon: 0.01
Episode: 718/10000, Score: -300.0, Epsilon: 0.01
Episode: 719/10000, Score: -300.0, Epsilon: 0.01
Episode: 720/10000, Score: -300.0, Epsilon: 0.01
Episode: 721/10000, Score: -300.0, Epsilon: 0.01
Episode: 722/10000, Score: -300.0, Epsilon: 0.01
Episode: 723/10000, Score: -300.0, Epsilon: 0.01
Episode: 724/10000, Score: -300.0, Epsilon: 0.01
Episode: 725/10000, Score: -300.0, Epsilon: 0.01
Episode: 726/10000, Score: -300.0, Epsilon: 0.01
Episode: 727/10000, Score: -300.0, Epsilon: 0.01
Episode: 728/10000, Score: -300.0, Epsilon: 0.01
Episode: 729/10000, Score: -300.0, Epsilon: 0.01
Episode: 730/10000, Score: -300.0, Epsilon: 0.01
Episode: 731/10000, Score: -300.0, Epsilon: 0.01
Episode: 732/10000, Score: -300.0, Epsilon: 0.01
Episode: 733/10000, Score: -300.0, Epsilon: 0.01
Episode: 734/10000, Score: -300.0, Epsilon: 0.01
Episode: 735/10000, Score: -300.0, Epsilon: 0.01
Episode: 736/10000, Score: -300.0, Epsilon: 0.01
Episode: 737/10000, Score: -300.0, Epsilon: 0.01
Episode: 738/10000, Score: -300.0, Epsilon: 0.01
Episode: 739/10000, Score: -300.0, Epsilon: 0.01
Episode: 740/10000, Score: -300.0, Epsilon: 0.01
Episode: 741/10000, Score: -300.0, Epsilon: 0.01
Episode: 742/10000, Score: -300.0, Epsilon: 0.01
Episode: 743/10000, Score: -300.0, Epsilon: 0.01
Episode: 744/10000, Score: -300.0, Epsilon: 0.01
Episode: 745/10000, Score: -300.0, Epsilon: 0.01
Episode: 746/10000, Score: -300.0, Epsilon: 0.01
Episode: 747/10000, Score: -300.0, Epsilon: 0.01
Episode: 748/10000, Score: -300.0, Epsilon: 0.01
Episode: 749/10000, Score: -300.0, Epsilon: 0.01
Episode: 750/10000, Score: -300.0, Epsilon: 0.01
Episode: 751/10000, Score: -300.0, Epsilon: 0.01
Episode: 752/10000, Score: -300.0, Epsilon: 0.01
Episode: 753/10000, Score: -300.0, Epsilon: 0.01
Episode: 754/10000, Score: -300.0, Epsilon: 0.01
Episode: 755/10000, Score: -300.0, Epsilon: 0.01
Episode: 756/10000, Score: -300.0, Epsilon: 0.01
Episode: 757/10000, Score: -300.0, Epsilon: 0.01
Episode: 758/10000, Score: -300.0, Epsilon: 0.01
Episode: 759/10000, Score: -300.0, Epsilon: 0.01
Episode: 760/10000, Score: -300.0, Epsilon: 0.01
Episode: 761/10000, Score: -300.0, Epsilon: 0.01
Episode: 762/10000, Score: -300.0, Epsilon: 0.01
Episode: 763/10000, Score: -300.0, Epsilon: 0.01
Episode: 764/10000, Score: -300.0, Epsilon: 0.01
Episode: 765/10000, Score: -300.0, Epsilon: 0.01
Episode: 766/10000, Score: -300.0, Epsilon: 0.01
Episode: 767/10000, Score: -300.0, Epsilon: 0.01
Episode: 768/10000, Score: -300.0, Epsilon: 0.01
Episode: 769/10000, Score: -300.0, Epsilon: 0.01
Episode: 770/10000, Score: -300.0, Epsilon: 0.01
Episode: 771/10000, Score: -300.0, Epsilon: 0.01
Episode: 772/10000, Score: -300.0, Epsilon: 0.01
Episode: 773/10000, Score: -300.0, Epsilon: 0.01
Episode: 774/10000, Score: -300.0, Epsilon: 0.01
Episode: 775/10000, Score: -300.0, Epsilon: 0.01
Episode: 776/10000, Score: -300.0, Epsilon: 0.01
Episode: 777/10000, Score: -300.0, Epsilon: 0.01
Episode: 778/10000, Score: -300.0, Epsilon: 0.01
Episode: 779/10000, Score: -300.0, Epsilon: 0.01
Episode: 780/10000, Score: -300.0, Epsilon: 0.01
Episode: 781/10000, Score: -300.0, Epsilon: 0.01
Episode: 782/10000, Score: -300.0, Epsilon: 0.01
Episode: 783/10000, Score: -300.0, Epsilon: 0.01
Episode: 784/10000, Score: -300.0, Epsilon: 0.01
Episode: 785/10000, Score: -300.0, Epsilon: 0.01
Episode: 786/10000, Score: -300.0, Epsilon: 0.01
Episode: 787/10000, Score: -300.0, Epsilon: 0.01
Episode: 788/10000, Score: -300.0, Epsilon: 0.01
Episode: 789/10000, Score: -300.0, Epsilon: 0.01
Episode: 790/10000, Score: -300.0, Epsilon: 0.01
Episode: 791/10000, Score: -300.0, Epsilon: 0.01
Episode: 792/10000, Score: -300.0, Epsilon: 0.01
Episode: 793/10000, Score: -300.0, Epsilon: 0.01
Episode: 794/10000, Score: -300.0, Epsilon: 0.01
Episode: 795/10000, Score: -300.0, Epsilon: 0.01
Episode: 796/10000, Score: -300.0, Epsilon: 0.01
Episode: 797/10000, Score: -300.0, Epsilon: 0.01
Episode: 798/10000, Score: -300.0, Epsilon: 0.01
Episode: 799/10000, Score: -300.0, Epsilon: 0.01
Episode: 800/10000, Score: -300.0, Epsilon: 0.01
Episode: 801/10000, Score: -300.0, Epsilon: 0.01
Episode: 802/10000, Score: -300.0, Epsilon: 0.01
Episode: 803/10000, Score: -300.0, Epsilon: 0.01
Episode: 804/10000, Score: -300.0, Epsilon: 0.01
Episode: 805/10000, Score: -300.0, Epsilon: 0.01
Episode: 806/10000, Score: -300.0, Epsilon: 0.01
Episode: 807/10000, Score: -300.0, Epsilon: 0.01
Episode: 808/10000, Score: -300.0, Epsilon: 0.01
Episode: 809/10000, Score: -300.0, Epsilon: 0.01
Episode: 810/10000, Score: -300.0, Epsilon: 0.01
Episode: 811/10000, Score: -300.0, Epsilon: 0.01
Episode: 812/10000, Score: -300.0, Epsilon: 0.01
Episode: 813/10000, Score: -300.0, Epsilon: 0.01
Episode: 814/10000, Score: -300.0, Epsilon: 0.01
Episode: 815/10000, Score: -300.0, Epsilon: 0.01
Episode: 816/10000, Score: -300.0, Epsilon: 0.01
Episode: 817/10000, Score: -300.0, Epsilon: 0.01
Episode: 818/10000, Score: -300.0, Epsilon: 0.01
Episode: 819/10000, Score: -300.0, Epsilon: 0.01
Episode: 820/10000, Score: -300.0, Epsilon: 0.01
Episode: 821/10000, Score: -300.0, Epsilon: 0.01
Episode: 822/10000, Score: -300.0, Epsilon: 0.01
Episode: 823/10000, Score: -300.0, Epsilon: 0.01
Episode: 824/10000, Score: -300.0, Epsilon: 0.01
Episode: 825/10000, Score: -300.0, Epsilon: 0.01
Episode: 826/10000, Score: -300.0, Epsilon: 0.01
Episode: 827/10000, Score: -300.0, Epsilon: 0.01
Episode: 828/10000, Score: -300.0, Epsilon: 0.01
Episode: 829/10000, Score: -300.0, Epsilon: 0.01
Episode: 830/10000, Score: -300.0, Epsilon: 0.01
Episode: 831/10000, Score: -300.0, Epsilon: 0.01
Episode: 832/10000, Score: -300.0, Epsilon: 0.01
Episode: 833/10000, Score: -300.0, Epsilon: 0.01
Episode: 834/10000, Score: -300.0, Epsilon: 0.01
Episode: 835/10000, Score: -300.0, Epsilon: 0.01
Episode: 836/10000, Score: -300.0, Epsilon: 0.01
Episode: 837/10000, Score: -300.0, Epsilon: 0.01
Episode: 838/10000, Score: -300.0, Epsilon: 0.01
Episode: 839/10000, Score: -300.0, Epsilon: 0.01
Episode: 840/10000, Score: -300.0, Epsilon: 0.01
Episode: 841/10000, Score: -300.0, Epsilon: 0.01
Episode: 842/10000, Score: -300.0, Epsilon: 0.01
Episode: 843/10000, Score: -300.0, Epsilon: 0.01
Episode: 844/10000, Score: -300.0, Epsilon: 0.01
Episode: 845/10000, Score: -300.0, Epsilon: 0.01
Episode: 846/10000, Score: -300.0, Epsilon: 0.01
Episode: 847/10000, Score: -300.0, Epsilon: 0.01
Episode: 848/10000, Score: -300.0, Epsilon: 0.01
Episode: 849/10000, Score: -300.0, Epsilon: 0.01
Episode: 850/10000, Score: -300.0, Epsilon: 0.01
Episode: 851/10000, Score: -300.0, Epsilon: 0.01
Episode: 852/10000, Score: -300.0, Epsilon: 0.01
Episode: 853/10000, Score: -300.0, Epsilon: 0.01
Episode: 854/10000, Score: -300.0, Epsilon: 0.01
Episode: 855/10000, Score: -300.0, Epsilon: 0.01
Episode: 856/10000, Score: -300.0, Epsilon: 0.01
Episode: 857/10000, Score: -300.0, Epsilon: 0.01
Episode: 858/10000, Score: -300.0, Epsilon: 0.01
Episode: 859/10000, Score: -300.0, Epsilon: 0.01
Episode: 860/10000, Score: -300.0, Epsilon: 0.01
Episode: 861/10000, Score: -300.0, Epsilon: 0.01
Episode: 862/10000, Score: -300.0, Epsilon: 0.01
Episode: 863/10000, Score: -300.0, Epsilon: 0.01
Episode: 864/10000, Score: -300.0, Epsilon: 0.01
Episode: 865/10000, Score: -300.0, Epsilon: 0.01
Episode: 866/10000, Score: -300.0, Epsilon: 0.01
Episode: 867/10000, Score: -300.0, Epsilon: 0.01
Episode: 868/10000, Score: -300.0, Epsilon: 0.01
Episode: 869/10000, Score: -300.0, Epsilon: 0.01
Episode: 870/10000, Score: -300.0, Epsilon: 0.01
Episode: 871/10000, Score: -300.0, Epsilon: 0.01
Episode: 872/10000, Score: -300.0, Epsilon: 0.01
Episode: 873/10000, Score: -300.0, Epsilon: 0.01
Episode: 874/10000, Score: -300.0, Epsilon: 0.01
Episode: 875/10000, Score: -300.0, Epsilon: 0.01
Episode: 876/10000, Score: -300.0, Epsilon: 0.01
Episode: 877/10000, Score: -300.0, Epsilon: 0.01
Episode: 878/10000, Score: -300.0, Epsilon: 0.01
Episode: 879/10000, Score: -300.0, Epsilon: 0.01
Episode: 880/10000, Score: -300.0, Epsilon: 0.01
Episode: 881/10000, Score: -300.0, Epsilon: 0.01
Episode: 882/10000, Score: -300.0, Epsilon: 0.01
Episode: 883/10000, Score: -300.0, Epsilon: 0.01
Episode: 884/10000, Score: -300.0, Epsilon: 0.01
Episode: 885/10000, Score: -300.0, Epsilon: 0.01
Episode: 886/10000, Score: -300.0, Epsilon: 0.01
Episode: 887/10000, Score: -300.0, Epsilon: 0.01
