wandb: Currently logged in as: naddeok. Use `wandb login --relogin` to force relogin
wandb: wandb version 0.15.3 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.14.2
wandb: Run data is saved locally in /home/naddeok5/exVDP-exRL/wandb/run-20230526_113644-ou4kc9w0
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run good-silence-1
wandb: ⭐️ View project at https://wandb.ai/naddeok/VDP%20DQN%20Acrobot%20-%20Fresh
wandb: 🚀 View run at https://wandb.ai/naddeok/VDP%20DQN%20Acrobot%20-%20Fresh/runs/ou4kc9w0
Episode: 394/10000, Score: -300.0, Epsilon: 0.55
Episode: 395/10000, Score: -300.0, Epsilon: 0.55
Episode: 396/10000, Score: -300.0, Epsilon: 0.55
Episode: 397/10000, Score: -300.0, Epsilon: 0.55
Episode: 398/10000, Score: -300.0, Epsilon: 0.55
Episode: 399/10000, Score: -300.0, Epsilon: 0.55
Episode: 400/10000, Score: -300.0, Epsilon: 0.55
Episode: 401/10000, Score: -300.0, Epsilon: 0.55
Episode: 402/10000, Score: -300.0, Epsilon: 0.55
Episode: 403/10000, Score: -300.0, Epsilon: 0.55
Episode: 404/10000, Score: -300.0, Epsilon: 0.55
Episode: 405/10000, Score: -300.0, Epsilon: 0.54
Episode: 406/10000, Score: -300.0, Epsilon: 0.54
Episode: 407/10000, Score: -300.0, Epsilon: 0.54
Episode: 408/10000, Score: -300.0, Epsilon: 0.54
Episode: 409/10000, Score: -300.0, Epsilon: 0.54
Episode: 410/10000, Score: -300.0, Epsilon: 0.54
Episode: 411/10000, Score: -300.0, Epsilon: 0.54
Episode: 412/10000, Score: -300.0, Epsilon: 0.54
Episode: 413/10000, Score: -300.0, Epsilon: 0.54
Episode: 414/10000, Score: -300.0, Epsilon: 0.54
Episode: 415/10000, Score: -300.0, Epsilon: 0.54
Episode: 416/10000, Score: -300.0, Epsilon: 0.54
Episode: 417/10000, Score: -300.0, Epsilon: 0.54
Episode: 418/10000, Score: -300.0, Epsilon: 0.53
Episode: 419/10000, Score: -300.0, Epsilon: 0.53
Episode: 420/10000, Score: -300.0, Epsilon: 0.53
Episode: 421/10000, Score: -300.0, Epsilon: 0.53
Episode: 422/10000, Score: -300.0, Epsilon: 0.53
Episode: 423/10000, Score: -300.0, Epsilon: 0.53
Episode: 424/10000, Score: -300.0, Epsilon: 0.53
Episode: 425/10000, Score: -300.0, Epsilon: 0.53
Episode: 426/10000, Score: -300.0, Epsilon: 0.53
Episode: 427/10000, Score: -300.0, Epsilon: 0.53
Episode: 428/10000, Score: -300.0, Epsilon: 0.53
Episode: 429/10000, Score: -300.0, Epsilon: 0.53
Episode: 430/10000, Score: -300.0, Epsilon: 0.52
Episode: 431/10000, Score: -300.0, Epsilon: 0.52
Episode: 432/10000, Score: -300.0, Epsilon: 0.52
Episode: 433/10000, Score: -300.0, Epsilon: 0.52
Episode: 434/10000, Score: -300.0, Epsilon: 0.52
Episode: 435/10000, Score: -300.0, Epsilon: 0.52
Episode: 436/10000, Score: -300.0, Epsilon: 0.52
Episode: 437/10000, Score: -300.0, Epsilon: 0.52
Episode: 438/10000, Score: -300.0, Epsilon: 0.52
Episode: 439/10000, Score: -300.0, Epsilon: 0.52
Episode: 440/10000, Score: -300.0, Epsilon: 0.52
Episode: 441/10000, Score: -300.0, Epsilon: 0.52
Episode: 442/10000, Score: -300.0, Epsilon: 0.52
Episode: 443/10000, Score: -300.0, Epsilon: 0.51
Episode: 444/10000, Score: -300.0, Epsilon: 0.51
Episode: 445/10000, Score: -300.0, Epsilon: 0.51
Episode: 446/10000, Score: -300.0, Epsilon: 0.51
Episode: 447/10000, Score: -300.0, Epsilon: 0.51
Episode: 448/10000, Score: -300.0, Epsilon: 0.51
Episode: 449/10000, Score: -300.0, Epsilon: 0.51
Episode: 450/10000, Score: -300.0, Epsilon: 0.51
